GWAS_1,dataset,gene_2,nsnps,PP.H0.abf,PP.H1.abf,PP.H2.abf,PP.H3.abf,PP.H4.abf,sum_PPH3_PPH4,ratio_PPH4_PPH3,p12,gene_name,Eqtl_type,Cell_resolution,Cell_name,Treatment,significant
PD2019_ex23andMe,expression_celltype_Monocyte_COV,ENSG00000145335,924,3.3879822512510556e-35,0.8225526746650085,5.417959394329691e-36,0.131494198519099,0.045953126815898554,0.17744732533499755,0.34946885363329583,1e-5,SNCA,expression,celltype,Monocyte,COV,Not_signif
PD2019_ex23andMe,expression_celltype_Monocyte_COV,ENSG00000177628,196,0.1740431196337213,0.749851536103357,0.002824663565154296,0.012108676006328423,0.06117200469143891,0.07328068069776733,5.051915226691031,1e-5,GBA,expression,celltype,Monocyte,COV,Not_signif
PD2019_ex23andMe,expression_celltype_Monocyte_COV,ENSG00000188906,1168,1.340385388078192e-4,0.0315111995159251,1.93480291034194e-4,0.0445617967855214,0.9235994848687108,0.9681612816542322,20.72626221321484,1e-5,LRRK2,expression,celltype,Monocyte,COV,Colocalised
PD2019_ex23andMe,expression_celltype_Monocyte_IAV,ENSG00000129003,964,0.6630859333950452,0.23645911710694226,0.059031103125499924,0.02103033585035633,0.02039351052215631,0.041423846372512646,0.9697187276165525,1e-5,VPS13C,expression,celltype,Monocyte,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_Monocyte_IAV,ENSG00000145335,924,3.6080543582604696e-35,0.8759829723511646,3.1905027773326666e-36,0.07741415099985315,0.046602876648988496,0.12401702764884165,0.6019942871824158,1e-5,SNCA,expression,celltype,Monocyte,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_Monocyte_IAV,ENSG00000177628,196,0.17469147705478885,0.7526449347114414,0.0025911899858404217,0.011104977441289552,0.05896742080663971,0.07007239824792927,5.309999152937693,1e-5,GBA,expression,celltype,Monocyte,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_Monocyte_IAV,ENSG00000188906,1168,9.661817031194235e-4,0.22714022911936135,5.06789658895606e-4,0.11848858300302949,0.6528982165155937,0.7713867995186231,5.510220478363729,1e-5,LRRK2,expression,celltype,Monocyte,IAV,Suggestive
PD2019_ex23andMe,expression_celltype_Monocyte_NS,ENSG00000129003,964,0.6681128848432392,0.23825174825973017,0.053753045486682215,0.019147818224983786,0.020734503185364687,0.039882321410348476,1.082865052390701,1e-5,VPS13C,expression,celltype,Monocyte,NS,Not_signif
PD2019_ex23andMe,expression_celltype_Monocyte_NS,ENSG00000145335,924,2.888069064425948e-35,0.7011810444649217,1.0716535378153164e-35,0.26014317243015445,0.038675783104924595,0.29881895553507903,0.14867114421505187,1e-5,SNCA,expression,celltype,Monocyte,NS,Not_signif
PD2019_ex23andMe,expression_celltype_Monocyte_NS,ENSG00000177628,196,0.16515327810275665,0.711550330392162,0.008152236537090275,0.0350431897622874,0.08010096520570359,0.11514415496799099,2.285778370892088,1e-5,GBA,expression,celltype,Monocyte,NS,Not_signif
PD2019_ex23andMe,expression_celltype_Monocyte_NS,ENSG00000188906,1168,0.002119774795236231,0.4983391127330129,3.929749897524054e-4,0.09197755262233127,0.4071705848596672,0.49914813748199843,4.426847347543036,1e-5,LRRK2,expression,celltype,Monocyte,NS,Not_signif
PD2019_ex23andMe,expression_celltype_NK_COV,ENSG00000129003,964,1.405382915083537e-4,5.011652133779334e-5,0.7322097524173315,0.261102452505551,0.006497140264271964,0.2675995927698229,0.0248834899937749,1e-5,VPS13C,expression,celltype,NK,COV,Not_signif
PD2019_ex23andMe,expression_celltype_NK_COV,ENSG00000145335,924,4.2428998864988545e-41,1.0301142069698751e-6,4.118858964326259e-35,0.9999988801947256,8.96910698350903e-8,0.9999989698857954,8.969117027173585e-8,1e-5,SNCA,expression,celltype,NK,COV,Distinct
PD2019_ex23andMe,expression_celltype_NK_COV,ENSG00000177628,196,0.17308208168730954,0.7457109772470972,0.0029956243509842526,0.012841049279062539,0.06537026743554647,0.07821131671460901,5.090726311761248,1e-5,GBA,expression,celltype,NK,COV,Not_signif
PD2019_ex23andMe,expression_celltype_NK_COV,ENSG00000188906,1168,0.0035908923839598457,0.8441850184103451,3.42593562739112e-4,0.08046911129162009,0.07141238435133537,0.15188149564295544,0.8874508889819458,1e-5,LRRK2,expression,celltype,NK,COV,Not_signif
PD2019_ex23andMe,expression_celltype_NK_IAV,ENSG00000129003,964,0.22041800768561412,0.07860195016497236,0.5082104691736538,0.18121835095675853,0.011551222019001411,0.19276957297575995,0.0637420104421859,1e-5,VPS13C,expression,celltype,NK,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_NK_IAV,ENSG00000145335,924,8.607347232943498e-48,2.0897383643653254e-13,4.1188635761054246e-35,0.9999999999570974,4.2690967439391155e-11,0.9999999999997884,4.269096744122271e-11,1e-5,SNCA,expression,celltype,NK,IAV,Distinct
PD2019_ex23andMe,expression_celltype_NK_IAV,ENSG00000177628,196,0.17487883043931424,0.7534521325109073,0.0026862377303083027,0.011515984020618058,0.05746681529885207,0.06898279931947013,4.9901784507484805,1e-5,GBA,expression,celltype,NK,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_NK_IAV,ENSG00000188906,1168,0.003550591630000173,0.8347106902808342,3.700188964795605e-4,0.0869135064437716,0.07445519274891482,0.16136869919268643,0.8566584849166493,1e-5,LRRK2,expression,celltype,NK,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_NK_NS,ENSG00000129003,964,0.6321795307978126,0.22543776934033327,0.08936340702986233,0.03184617810437979,0.02117311472761199,0.053019292831991784,0.6648557531209707,1e-5,VPS13C,expression,celltype,NK,NS,Not_signif
PD2019_ex23andMe,expression_celltype_NK_NS,ENSG00000145335,924,2.066883395526182e-37,0.0050180914158654884,4.097075718066559e-35,0.9947099538607413,2.719547233920899e-4,0.9949819085841335,2.7340102744177763e-4,1e-5,SNCA,expression,celltype,NK,NS,Distinct
PD2019_ex23andMe,expression_celltype_NK_NS,ENSG00000177628,196,0.17356166001328188,0.7477772039682056,0.0024454294868981124,0.010470201339716913,0.06574550519189758,0.0762157065316145,6.279297127028807,1e-5,GBA,expression,celltype,NK,NS,Not_signif
PD2019_ex23andMe,expression_celltype_NK_NS,ENSG00000188906,1168,0.0034596856852996947,0.8133395578728068,3.579641991385823e-4,0.08405522813123255,0.09878756411152274,0.1828427922427553,1.1752697162071717,1e-5,LRRK2,expression,celltype,NK,NS,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD4_COV,ENSG00000129003,964,6.07281260725689e-7,2.16558945854212e-7,0.7324655525913044,0.26119382922477874,0.006339794343709632,0.26753362356848837,0.024272374131219306,1e-5,VPS13C,expression,celltype,T-CD4,COV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD4_COV,ENSG00000145335,924,9.414101693169766e-44,2.2856065802663972e-9,4.118863561654201e-35,0.9999999964473147,1.267085138870774e-9,0.9999999977143998,1.2670851433723288e-9,1e-5,SNCA,expression,celltype,T-CD4,COV,Distinct
PD2019_ex23andMe,expression_celltype_T-CD4_COV,ENSG00000177628,196,0.17400276419641061,0.749677667772789,0.0033005465075067533,0.014161295727227814,0.058857725796065775,0.07301902152329359,4.156238731947422,1e-5,GBA,expression,celltype,T-CD4,COV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD4_COV,ENSG00000188906,1168,0.003230305710624006,0.7594144837019607,3.034019296926772e-4,0.07116104867920982,0.16589075997851255,0.23705180865772235,2.331201732654885,1e-5,LRRK2,expression,celltype,T-CD4,COV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD4_IAV,ENSG00000129003,964,0.005721738641730464,0.0020403950670662353,0.7265075528261042,0.25906886083029484,0.006661452634804202,0.26573031346509907,0.025713057962484503,1e-5,VPS13C,expression,celltype,T-CD4,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD4_IAV,ENSG00000145335,924,8.903013942266662e-43,2.1615219288965047e-8,4.1188634780014403e-35,0.9999999761366783,2.2481003689577184e-9,0.9999999783847787,2.248100422604862e-9,1e-5,SNCA,expression,celltype,T-CD4,IAV,Distinct
PD2019_ex23andMe,expression_celltype_T-CD4_IAV,ENSG00000177628,196,0.17419905445697298,0.7505233694225559,0.0023539330658987993,0.01007889673167063,0.06284474632290181,0.07292364305457244,6.235280308550692,1e-5,GBA,expression,celltype,T-CD4,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD4_IAV,ENSG00000188906,1168,0.003516913003695682,0.8267931620658729,4.665655754430317e-4,0.10962557982545144,0.0595977795295369,0.16922335935498833,0.5436484771567909,1e-5,LRRK2,expression,celltype,T-CD4,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD4_NS,ENSG00000129003,964,0.03885399547103478,0.013855491426455088,0.6928315995147637,0.24705914179431956,0.007399771793426967,0.2544589135877465,0.029951418675239257,1e-5,VPS13C,expression,celltype,T-CD4,NS,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD4_NS,ENSG00000145335,924,6.948368896107884e-36,0.168696262146657,3.3751775580827115e-35,0.8194320102009287,0.011871727652412274,0.831303737853341,0.014487751887433918,1e-5,SNCA,expression,celltype,T-CD4,NS,Distinct
PD2019_ex23andMe,expression_celltype_T-CD4_NS,ENSG00000177628,196,0.17376379868266778,0.7486481030423194,0.0025113946602844882,0.010755831902722772,0.06432087171200558,0.07507670361472835,5.980092687737446,1e-5,GBA,expression,celltype,T-CD4,NS,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD4_NS,ENSG00000188906,1168,0.003456144069605658,0.8125069573406305,4.178979521752826e-4,0.09815841662784537,0.08546058400974281,0.18361900063758818,0.8706393903413835,1e-5,LRRK2,expression,celltype,T-CD4,NS,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_COV,ENSG00000129003,964,0.35041004317619934,0.12495763408916365,0.3757513239123108,0.13397953550075747,0.014901463321568654,0.14888099882232614,0.11122193599099622,1e-5,VPS13C,expression,celltype,T-CD8,COV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_COV,ENSG00000145335,924,3.3149056461806117e-35,0.804810740824022,5.163812784171588e-36,0.1252999533349022,0.06988930584107397,0.19518925917597618,0.5577759925757798,1e-5,SNCA,expression,celltype,T-CD8,COV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_COV,ENSG00000177628,196,0.16802994751840925,0.7239442416523617,0.004308413431317346,0.018477231228509576,0.08524016616940222,0.1037173973979118,4.613254286598973,1e-5,GBA,expression,celltype,T-CD8,COV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_COV,ENSG00000188906,1168,0.0036148919089270897,0.8498270809563606,3.480158663092592e-4,0.08175079702113983,0.06445921424726307,0.14621001126840288,0.7884842300753918,1e-5,LRRK2,expression,celltype,T-CD8,COV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_IAV,ENSG00000129003,964,0.006100860216444061,0.0021755913490533576,0.72603010285508,0.2588984667195449,0.006794978859877609,0.26569344557942254,0.026245728474083074,1e-5,VPS13C,expression,celltype,T-CD8,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_IAV,ENSG00000145335,924,2.286378158524422e-36,0.05550992685677323,3.8777738689651255e-35,0.9414639093508513,0.003026163792380833,0.9444900731432322,0.003214317365035695,1e-5,SNCA,expression,celltype,T-CD8,IAV,Distinct
PD2019_ex23andMe,expression_celltype_T-CD8_IAV,ENSG00000177628,196,0.17206908773680907,0.7413465699011201,0.005100094700669769,0.021913799447810984,0.05957044821359001,0.081484247661401,2.7183988954293654,1e-5,GBA,expression,celltype,T-CD8,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_IAV,ENSG00000188906,1168,0.0029569952045824647,0.6951617548802776,5.95885708308246e-4,0.13992576467232523,0.1613595995345061,0.30128536420683133,1.1531800445212796,1e-5,LRRK2,expression,celltype,T-CD8,IAV,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_NS,ENSG00000129003,964,0.575022887813197,0.20505548002265744,0.14079914005863672,0.05018059908942987,0.02894189301607908,0.07912249210550895,0.57675463309037,1e-5,VPS13C,expression,celltype,T-CD8,NS,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_NS,ENSG00000145335,924,3.486644566181203e-35,0.8465064456756054,2.548350393965726e-36,0.06177851559090262,0.0917150387334972,0.15349355432439982,1.48457822037736,1e-5,SNCA,expression,celltype,T-CD8,NS,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_NS,ENSG00000177628,196,0.16463764997794075,0.7093287858561586,0.002348763992512965,0.010005791910418838,0.1136790082629688,0.12368480017338764,11.361320451267535,1e-5,GBA,expression,celltype,T-CD8,NS,Not_signif
PD2019_ex23andMe,expression_celltype_T-CD8_NS,ENSG00000188906,1168,0.0032131691261879066,0.755385833912204,3.6467179160464214e-4,0.08557544670446159,0.155460878465542,0.24103632517000356,1.8166528420521448,1e-5,LRRK2,expression,celltype,T-CD8,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_COV,ENSG00000129003,964,0.557340231285456,0.19874977341650643,0.16518906297473332,0.05888725214312512,0.019833680180179062,0.07872093232330418,0.33680770384689407,1e-5,VPS13C,expression,subtype,B-memory-k,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_COV,ENSG00000145335,924,3.64965782490368e-35,0.8860836872383435,2.6312196365077256e-36,0.0638320907463248,0.05008422201532747,0.11391631276165227,0.7846244957629109,1e-5,SNCA,expression,subtype,B-memory-k,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_COV,ENSG00000177628,196,0.17380273998286994,0.7488158786707724,0.003533080507667372,0.01516332351934922,0.05868497731934114,0.07384830083869036,3.8701922599261267,1e-5,GBA,expression,subtype,B-memory-k,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_COV,ENSG00000188906,1168,0.0032766506082998995,0.7703097331593133,6.328121517133235e-4,0.14869109402350905,0.07708971005716421,0.22578080408067325,0.5184554634117886,1e-5,LRRK2,expression,subtype,B-memory-k,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_IAV,ENSG00000129003,964,0.36325601854534617,0.1295385606948806,0.3640639044073694,0.12981332786181243,0.013328188490591543,0.14314151635240396,0.10267195757264254,1e-5,VPS13C,expression,subtype,B-memory-k,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_IAV,ENSG00000145335,924,2.949438060949887e-35,0.7160805417139505,8.822512665942597e-36,0.21412794780640598,0.06979151047963911,0.2839194582860451,0.32593368214941243,1e-5,SNCA,expression,subtype,B-memory-k,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_IAV,ENSG00000177628,196,0.17444014813135295,0.7515621031711758,0.002824616777536448,0.01211058388209109,0.059062548037843776,0.07117313191993486,4.876936455985775,1e-5,GBA,expression,subtype,B-memory-k,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_IAV,ENSG00000188906,1168,0.0023283440851169846,0.5473717906835714,4.2389558223230385e-4,0.0993032909372811,0.3505726787117985,0.4498759696490796,3.5303228664719324,1e-5,LRRK2,expression,subtype,B-memory-k,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_NS,ENSG00000129003,964,0.6427624378401628,0.22921167665706127,0.060732072397975165,0.021611619667533593,0.04568219343726705,0.06729381310480065,2.1137792604176666,1e-5,VPS13C,expression,subtype,B-memory-k,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_NS,ENSG00000145335,924,3.5682119443452113e-35,0.8663098153802258,3.282084038915603e-36,0.0796301532991498,0.05406003132063056,0.13369018461978036,0.6788889519971294,1e-5,SNCA,expression,subtype,B-memory-k,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_NS,ENSG00000177628,196,0.17438799195972193,0.7513373922748353,0.002746842564649328,0.011774809188580386,0.05975296401221297,0.07152777320079336,5.0746439330977395,1e-5,GBA,expression,subtype,B-memory-k,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-k_NS,ENSG00000188906,1168,0.0033962135086488716,0.7984178462520781,5.776446277179725e-4,0.13573694647758985,0.06187134913396508,0.19760829561155493,0.45581804173103324,1e-5,LRRK2,expression,subtype,B-memory-k,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_COV,ENSG00000129003,964,0.6670803204533657,0.23788353163547543,0.054435902494718365,0.019390852897682245,0.02120939251875818,0.040600245416440424,1.093783374597891,1e-5,VPS13C,expression,subtype,B-memory-l,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_COV,ENSG00000145335,924,3.4591586269415353e-35,0.8398332605286288,4.0078905827981524e-36,0.09724281365377059,0.06292392581759597,0.16016673947136656,0.6470804726160461,1e-5,SNCA,expression,subtype,B-memory-l,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_COV,ENSG00000177628,196,0.17318397334105368,0.746149969683207,0.0029308700657749206,0.0125622577073306,0.06517292920263386,0.07773518690996446,5.187994922648557,1e-5,GBA,expression,subtype,B-memory-l,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_COV,ENSG00000188906,1168,0.003451079780701913,0.8113163906612891,5.0131209607046e-4,0.11778681332498986,0.0669444041369486,0.18473121746193846,0.5683522819506108,1e-5,LRRK2,expression,subtype,B-memory-l,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_IAV,ENSG00000129003,964,0.6670636401072401,0.23787758335679954,0.05394231384280515,0.019214144268581184,0.021902318424574012,0.04111646269315519,1.139906004577498,1e-5,VPS13C,expression,subtype,B-memory-l,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_IAV,ENSG00000145335,924,3.6153660915153644e-35,0.8777581545390376,3.070455312180175e-36,0.07449843310733198,0.04774341235363116,0.12224184546096314,0.6408646512718715,1e-5,SNCA,expression,subtype,B-memory-l,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_IAV,ENSG00000177628,196,0.1725296957125894,0.7433310643120868,0.0028371513242724856,0.01215450298518496,0.06914758566586642,0.08130208865105137,5.6890508604218475,1e-5,GBA,expression,subtype,B-memory-l,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_IAV,ENSG00000188906,1168,0.0034731001980557144,0.8164931836256951,4.89762858424425e-4,0.11507417082466319,0.06446978249316172,0.1795439533178249,0.5602454663035841,1e-5,LRRK2,expression,subtype,B-memory-l,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_NS,ENSG00000129003,964,0.591748708008855,0.2110199749352626,0.12967894619172843,0.04622270535247491,0.021329665511679006,0.06755237086415392,0.4614542863518685,1e-5,VPS13C,expression,subtype,B-memory-l,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_NS,ENSG00000145335,924,3.55029823561656e-35,0.8619606281840766,2.784820406087689e-36,0.06754087912427531,0.07049849269165193,0.13803937181592724,1.0437899773548194,1e-5,SNCA,expression,subtype,B-memory-l,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_NS,ENSG00000177628,196,0.17415198817505304,0.7503205879286905,0.0026988005821262174,0.011566314618234116,0.06126230869589601,0.07282862331413012,5.296614411587674,1e-5,GBA,expression,subtype,B-memory-l,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-memory-l_NS,ENSG00000188906,1168,0.0036634824262219722,0.8612502544606344,3.359561147300123e-4,0.07892429607942181,0.05582601091899161,0.13475030699841342,0.7073361904021759,1e-5,LRRK2,expression,subtype,B-memory-l,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_COV,ENSG00000129003,964,0.6384114458227994,0.22766009536246581,0.08158606236167047,0.029070647006297873,0.02327174944676647,0.05234239645306434,0.8005239595019977,1e-5,VPS13C,expression,subtype,B-naive-k,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_COV,ENSG00000145335,924,2.7152759366641633e-35,0.6592293933452311,1.2458881685012127e-35,0.30244514976076603,0.038325456893996225,0.3407706066547623,0.12671870229795928,1e-5,SNCA,expression,subtype,B-naive-k,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_COV,ENSG00000177628,196,0.17107350492555143,0.7370571771235674,0.0028177699419073133,0.01206315897083305,0.07698838903814088,0.08905154800897394,6.382108469621226,1e-5,GBA,expression,subtype,B-naive-k,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_COV,ENSG00000188906,1168,0.0034915582848949757,0.8208325061984976,4.7657269043990694e-4,0.11197453136808241,0.06322483145808543,0.17519936282616783,0.564635821071248,1e-5,LRRK2,expression,subtype,B-naive-k,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_IAV,ENSG00000129003,964,0.5535921650415553,0.1974131978834479,0.16989804181013538,0.060567797863050214,0.018528797401811205,0.07909659526486142,0.3059182941355512,1e-5,VPS13C,expression,subtype,B-naive-k,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_IAV,ENSG00000145335,924,3.620474563014421e-35,0.878998416908608,2.9640737270296907e-36,0.07191429951315718,0.04908728357824104,0.12100158309139822,0.6825802922443847,1e-5,SNCA,expression,subtype,B-naive-k,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_IAV,ENSG00000177628,196,0.17253193290140223,0.7433407030698348,0.003771846534490246,0.016186544780210633,0.06416897271406205,0.08035551749427268,3.964340357091764,1e-5,GBA,expression,subtype,B-naive-k,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_IAV,ENSG00000188906,1168,0.003360684315950067,0.7900652672868822,6.004174465961177e-4,0.14108760728767758,0.06488602366289441,0.20597363095057197,0.4598988168435788,1e-5,LRRK2,expression,subtype,B-naive-k,IAV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_NS,ENSG00000129003,964,0.5603512333498318,0.19982350889164177,0.16202099882583765,0.05775729441110657,0.020046964521582177,0.07780425893268875,0.347089743832031,1e-5,VPS13C,expression,subtype,B-naive-k,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_NS,ENSG00000145335,924,8.334416815132557e-36,0.20234748397896202,1.8497432473577926e-35,0.44874176999642845,0.34891074602461386,0.7976525160210424,0.7775312425838826,1e-5,SNCA,expression,subtype,B-naive-k,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_NS,ENSG00000177628,196,0.17422650542197665,0.7506416398162311,0.0027958001290585336,0.011985141179681755,0.060350913453051984,0.07233605463273374,5.0354778928565365,1e-5,GBA,expression,subtype,B-naive-k,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-k_NS,ENSG00000188906,1168,0.0036477599560982357,0.8575540496425367,3.398755619394929e-4,0.07984293187441042,0.058615382965015485,0.13845831483942592,0.7341336495159649,1e-5,LRRK2,expression,subtype,B-naive-k,NS,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-l_COV,ENSG00000129003,964,0.6682788881832157,0.2383109457200151,0.054965075768208686,0.01958190442700997,0.0188631859015506,0.03844509032856057,0.9632968014863754,1e-5,VPS13C,expression,subtype,B-naive-l,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-l_COV,ENSG00000145335,924,3.162236685671339e-35,0.7677449439890895,2.9855085347919486e-36,0.07232386147059343,0.15993119454031057,0.23225505601090402,2.211319905883868,1e-5,SNCA,expression,subtype,B-naive-l,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-l_COV,ENSG00000177628,196,0.1730625287353951,0.7456267348417712,0.0028779307849195394,0.012333246214271227,0.0660995594236429,0.07843280563791413,5.359461594722467,1e-5,GBA,expression,subtype,B-naive-l,COV,Not_signif
PD2019_ex23andMe,expression_subtype_B-naive-l_COV,ENSG00000188906,1168,0.0034920239701347723,0.8209419844174739,4.688719435533661e-4,0.1101624483794408,0.06493467128939696,0.17509711966883776,0.5894446995743741,1e-5,LRRK2,expression,subtype,B-naive-l,COV,Not_signif
